nombre,codigoBarras,unidad,precio,costo,iva,stockMinimo,stockMaximo,ubicacion,categoria,generico,descuentoDia,porcentajeDescuento,inicioDescuentoDia,finDescuentoDia,promoCantidadRequerida,inicioPromoCantidad,finPromoCantidad,porcentaje,inicio,fin,descuentoINAPAM,lote1,fechaCaducidad1,cantidad1,lote2,fechaCaducidad2,cantidad2,proveedor,farmacia,imagen
Telmisartan 80 mg NATRAZIM C/28 Tabs,7.50108E+12,PZA,132,88.07,FALSE,20,5000,,IV,TRUE,,,,,,,,8,26/01/2025,22/07/2025,FALSE,acb354,31/12/2026,1402,jkl313,31/12/2027,3598,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
TELMISARTAN 80 mg AMSA C/14 TAB,7.50135E+12,PZA,56,49.39,FALSE,20,5000,,IV,TRUE,,,,,,,,19,24/05/2025,18/07/2025,FALSE,acb355,31/12/2026,171,jkl314,31/12/2027,4829,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg AMSA C/28 Tabs,7.50135E+12,PZA,102,37.1,FALSE,20,5000,,IV,TRUE,,,,,,,,17,30/04/2025,12/07/2025,FALSE,acb356,31/12/2026,1213,jkl315,31/12/2027,3787,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg / Hidroclorotiazida12.5 mg ARCHER C/14 Tabs,7.50201E+12,PZA,124,84.75,FALSE,20,5000,,IV,TRUE,,,,,,,,10,23/03/2025,06/04/2025,FALSE,acb357,31/12/2026,526,jkl316,31/12/2027,4474,67ca29917616105911bf9575,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg / Hidroclorotiazida12.5 mg AMSA C/14 Tabs,7.50135E+12,PZA,102,30.7,FALSE,20,5000,,IV,TRUE,,,,,,,,8,20/01/2025,01/08/2025,FALSE,acb358,31/12/2026,1153,jkl317,31/12/2027,3847,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg / Hidroclorotiazida12.5 mg ULTRA C/14 Tabs,7.50222E+12,PZA,102,56.52,FALSE,20,5000,,IV,TRUE,,,,,,,,10,14/01/2025,05/05/2025,FALSE,acb359,31/12/2026,1904,jkl318,31/12/2027,3096,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg / Hidroclorotiazida12.5 mg AMSA C/28 Tabs,7.50135E+12,PZA,148,61.6,FALSE,20,5000,,IV,TRUE,,,,,,,,14,16/09/2025,03/10/2025,FALSE,acb360,31/12/2026,995,jkl319,31/12/2027,4005,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Telmisartan 80 mg / Hidroclorotiazida 25 mg AMSA C/14 Tabs,7.50135E+12,PZA,168,60,FALSE,20,5000,,IV,TRUE,,,,,,,,11,10/02/2025,21/04/2025,FALSE,acb361,31/12/2026,452,jkl320,31/12/2027,4548,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Teofilina 100 mg PHARMAFIL LP C/20 Tabs,7.50223E+12,PZA,53,35.54,FALSE,20,5000,,IV,TRUE,,,,,,,,14,24/05/2025,18/10/2025,FALSE,acb362,31/12/2026,1105,jkl321,31/12/2027,3895,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Terbinafina 250 mg ERBITRAX-T C/7 Tabs,7.50221E+12,PZA,96,33.16,FALSE,20,5000,,IV,FALSE,,,,,,,,10,19/01/2025,06/02/2025,FALSE,acb363,31/12/2026,1929,jkl322,31/12/2027,3071,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Terbinafina 250 mg ERBITRAX-T C/28 Tabs,7.50221E+12,PZA,196,108.68,FALSE,20,5000,,IV,TRUE,,,,,,,,6,19/12/2025,21/12/2025,FALSE,acb364,31/12/2026,1908,jkl323,31/12/2027,3092,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Terbinafina 250 mg ERBITRAX-T C/40 Tabs,7.50221E+12,PZA,242,144.61,FALSE,20,5000,,IV,TRUE,,,,,,,,11,10/07/2025,10/07/2025,FALSE,acb365,31/12/2026,445,jkl324,31/12/2027,4555,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Tiamazol 5 mg TIAROTEC C/20 Tabs,7.50147E+12,PZA,51,35.45,FALSE,20,5000,,IV,FALSE,,,,,,,,19,10/07/2025,11/11/2025,FALSE,acb366,31/12/2026,88,jkl325,31/12/2027,4912,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tibolona 2.5 mg LISERTIL C/30 Tabs,7.50126E+12,PZA,292,156.96,FALSE,20,5000,,IV,TRUE,,,,,,,,7,01/05/2025,18/06/2025,FALSE,acb367,31/12/2026,1790,jkl326,31/12/2027,3210,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Timolol 0.5 % OPKO C/5 mL (Oftalmico),75049812,PZA,31,28.33,FALSE,20,5000,,IV,FALSE,,,,,,,,20,12/01/2025,04/04/2025,FALSE,acb368,31/12/2026,1646,jkl327,31/12/2027,3354,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Dorzolamida 20 mg / Timolol 5 mg / 1 mL OPKO C/5 mL Solucion Oftalmica,75052812,PZA,136,75.75,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,6,07/02/2025,03/08/2025,FALSE,acb369,31/12/2026,1818,jkl328,31/12/2027,3182,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Tizanidina 2 mg LOEFFLER C/20 Tabs,7.50221E+12,PZA,176,92.4,FALSE,20,5000,,IV,TRUE,,,,,,,,7,25/10/2025,12/11/2025,FALSE,acb370,31/12/2026,33,jkl329,31/12/2027,4967,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tolterodina 2 mg JANIA C/14 Tabs ,7.50201E+12,PZA,89,38.53,FALSE,20,5000,,IV,TRUE,,,,,,,,16,28/07/2025,06/11/2025,FALSE,acb371,31/12/2026,466,jkl330,31/12/2027,4534,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Tolterodina 2 mg AMSA C/14 Tabs ,7.50135E+12,PZA,89,26.62,FALSE,20,5000,,IV,TRUE,,,,,,,,16,07/10/2025,27/10/2025,FALSE,acb372,31/12/2026,324,jkl331,31/12/2027,4676,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Topiramato 25 mg ULTRA C/20 Tabs,7.50222E+12,PZA,58,28.61,FALSE,20,5000,,IV,TRUE,,,,,,,,20,02/05/2025,30/10/2025,FALSE,acb373,31/12/2026,59,jkl332,31/12/2027,4941,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Topiramato 100 mg ULTRA C/20 Tabs,7.50222E+12,PZA,86,39.37,FALSE,20,5000,,IV,TRUE,,,,,,,,8,31/05/2025,07/10/2025,FALSE,acb374,31/12/2026,1270,jkl333,31/12/2027,3730,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tramadol 50 mg GENCATROL C/10 Tabs,7.50184E+12,PZA,38,21.11,FALSE,20,5000,,IV,TRUE,,,,,,,,15,23/10/2025,01/11/2025,FALSE,acb375,31/12/2026,748,jkl334,31/12/2027,4252,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tramadol 100 mg / 2 mL AMSA C/5 Ampolletas,7.50135E+12,PZA,50,35.23,FALSE,20,5000,,IV,FALSE,,,,,,,,5,25/04/2025,15/07/2025,FALSE,acb376,31/12/2026,687,jkl335,31/12/2027,4313,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Pza de Tramadol AMSA 100 mg / 2 mL Ampolleta,7.50135E+13,PZA,18,7.2,FALSE,20,5000,,IV,TRUE,,,,,,,,12,18/04/2025,14/07/2025,FALSE,acb377,31/12/2026,551,jkl336,31/12/2027,4449,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tramadol 100 mg / 1 mL AMSA C/10 mL Oral,7.50135E+12,PZA,58,35.32,FALSE,20,5000,,IV,TRUE,,,,,,,,13,25/04/2025,22/10/2025,FALSE,acb378,31/12/2026,984,jkl337,31/12/2027,4016,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Tramadol 100 mg GENCATROL RTD C/10 Tabs,7.50184E+12,PZA,76,47.03,FALSE,20,5000,,IV,TRUE,,,,,,,,13,12/11/2025,11/12/2025,FALSE,acb379,31/12/2026,1247,jkl338,31/12/2027,3753,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tramadol 37.5 mg / Paracetamol 325 mg AMSA C/10 Tabs,7.50135E+12,PZA,62,32.8,FALSE,20,5000,,IV,TRUE,,,,,,,,14,06/05/2025,25/06/2025,FALSE,acb380,31/12/2026,319,jkl339,31/12/2027,4681,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Tramadol 37.5 mg / Paracetamol 325 mg AMSA C/20 Tabs,7.50135E+12,PZA,96,40.88,FALSE,20,5000,,IV,TRUE,,,,,,,,7,23/07/2025,08/10/2025,FALSE,acb381,31/12/2026,1721,jkl340,31/12/2027,3279,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Tretinoina 0.05% QUERATAL C/20 g,7.50184E+12,PZA,42,24.51,FALSE,20,5000,,IV,TRUE,,,,,,,,13,26/05/2025,15/08/2025,FALSE,acb382,31/12/2026,355,jkl341,31/12/2027,4645,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Tretinoina 0.05% RAD C/20 g,7.50156E+12,PZA,42,16.15,FALSE,20,5000,,IV,TRUE,,,,,,,,5,11/06/2025,18/07/2025,FALSE,acb383,31/12/2026,1174,jkl342,31/12/2027,3826,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Simeticona 40 mg / Metoclopramida 10 mg ESPAVEN MD C/20 Caps,7.50112E+12,PZA,224,163.18,FALSE,20,5000,,IV,FALSE,,,,,,,,11,10/10/2025,25/10/2025,FALSE,acb384,31/12/2026,34,jkl343,31/12/2027,4966,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Simeticona 50 mg / Metoclopramida 10 mg / Aluminio 200 mg / Magnesio 200mg ; PRAMIGEL C/20 Comp,7.50112E+12,PZA,296,218.3,FALSE,20,5000,,IV,FALSE,,,,,,,,20,17/03/2025,22/12/2025,FALSE,acb385,31/12/2026,379,jkl344,31/12/2027,4621,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Simeticona 0.529 g / Metoclopramida 1.88 g / Aluminio 3.918 g / Magnesio 4.235 g ; PRAMIGEL Susp C/170 mL,7.50112E+12,PZA,328,264,FALSE,20,5000,,IV,FALSE,,,,,,,,18,20/04/2025,14/09/2025,FALSE,acb386,31/12/2026,1530,jkl345,31/12/2027,3470,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Simeticona 50 mg / Metoclopramida 10 mg / Aluminio 200 mg / Magnesio 200mg ; ESPRADEN C/30 Tabs,7.50183E+12,PZA,89,59.58,FALSE,20,5000,,IV,FALSE,,,,,,,,20,16/10/2025,11/11/2025,FALSE,acb387,31/12/2026,1384,jkl346,31/12/2027,3616,67ca29917616105911bf9575,67d73b3a6348d5c1f9b74313,
Trimebutina 0.6 mg / Simeticona 0.6 mg MAVER C/26 mL,7.50201E+12,PZA,156,77.18,FALSE,20,5000,,IV,TRUE,,,,,,,,13,02/02/2025,09/02/2025,FALSE,acb388,31/12/2026,1502,jkl347,31/12/2027,3498,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Trimebutina 0.6 mg / Simeticona 0.6 mg MAVER C/26 mL,7.50201E+12,PZA,199,140.36,FALSE,20,5000,,IV,TRUE,,,,,,,,6,31/01/2025,05/05/2025,FALSE,acb389,31/12/2026,197,jkl348,31/12/2027,4803,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Trimebutina 20 mg / 1 mL ESPABION C/30 mL Pediatrico,7.50183E+12,PZA,38,26.91,FALSE,20,5000,,IV,FALSE,,,,,,,,20,03/03/2025,13/10/2025,FALSE,acb390,31/12/2026,1418,jkl349,31/12/2027,3582,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Trimebutina 20 mg / 1 mL ESPABION C/100 mL,7.50183E+12,PZA,62,44.84,FALSE,20,5000,,IV,FALSE,,,,,,,,11,22/09/2025,02/10/2025,FALSE,acb391,31/12/2026,703,jkl350,31/12/2027,4297,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Trimebutina 200 mg ESPABION C/20 Tabs,7.50183E+12,PZA,84,58.66,FALSE,20,5000,,IV,FALSE,,,,,,,,15,06/07/2025,08/09/2025,FALSE,acb392,31/12/2026,1109,jkl351,31/12/2027,3891,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Trimebutina 0.6 mg LIBERTRIM Pediatrico C/26 mL,7.50107E+12,PZA,292,245.04,FALSE,20,5000,,IV,FALSE,,,,,,,,10,15/09/2025,29/10/2025,FALSE,acb393,31/12/2026,380,jkl352,31/12/2027,4620,67ca29917616105911bf9567,67d73b3a6348d5c1f9b74313,
Trimebutina 0.6 mg / Simeticona 0.6 mg LIBERTRIM SDP C/26 mL,7.50107E+12,PZA,362,289.89,FALSE,20,5000,,IV,FALSE,,,,,,,,19,23/06/2025,30/10/2025,FALSE,acb394,31/12/2026,915,jkl353,31/12/2027,4085,67ca29917616105911bf9567,67d73b3a6348d5c1f9b74313,
Trimebutina 100 mg / Simeticona 37.5 mg LIBERTRIM SII C/20 Comp,7.50107E+12,PZA,416,366.89,FALSE,20,5000,,IV,FALSE,,,,,,,,9,29/11/2025,24/12/2025,FALSE,acb395,31/12/2026,1130,jkl354,31/12/2027,3870,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Trimebutina 200 mg / Simeticona 75 mg LIBERTRIM SII C/24 Comp,7.50107E+12,PZA,698,640.01,FALSE,20,5000,,IV,FALSE,,,,,,,,16,14/05/2025,29/06/2025,FALSE,acb396,31/12/2026,954,jkl355,31/12/2027,4046,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Venlafaxina 75 mg BELANOVAG C/20 Caps,7.50108E+12,PZA,84,46.15,FALSE,20,5000,,IV,TRUE,,,,,,,,9,25/07/2025,06/08/2025,FALSE,acb397,31/12/2026,1888,jkl356,31/12/2027,3112,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Verapamilo 80 mg VEPILTAX C/20 Tabs,7.50147E+12,PZA,24,18.48,FALSE,20,5000,,IV,FALSE,,,,,,,,6,07/09/2025,07/12/2025,FALSE,acb398,31/12/2026,1569,jkl357,31/12/2027,3431,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Sitagliptina 50 mg / Metformina ALPHARMA C/28 Tabs,7.50138E+12,PZA,412,250,FALSE,20,5000,,IV,TRUE,,,,,,,,15,07/05/2025,06/10/2025,FALSE,acb399,31/12/2026,554,jkl358,31/12/2027,4446,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Vildagliptina 50 mg ULTRA C/30 Comp,7.50222E+12,PZA,214,128,FALSE,20,5000,,IV,TRUE,,,,,,,,18,25/03/2025,10/07/2025,FALSE,acb400,31/12/2026,1106,jkl359,31/12/2027,3894,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Vildagliptina 50 mg / Metformina 850 mg ULTRA C/30 Comp,7.50222E+12,PZA,345,165.69,FALSE,20,5000,,IV,TRUE,,,,,,,,8,02/06/2025,09/08/2025,FALSE,acb401,31/12/2026,1458,jkl360,31/12/2027,3542,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Vildagliptina 50 mg / Metformina 1000 mg ULTRA C/30 Comp,7.50222E+12,PZA,398,205.5,FALSE,20,5000,,IV,TRUE,,,,,,,,20,19/11/2025,13/12/2025,FALSE,acb402,31/12/2026,1347,jkl361,31/12/2027,3653,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilcisteina 200 mg ACC SANDOZ C/20 Tabs,7.50222E+12,PZA,219,175.7,FALSE,20,5000,,VI,FALSE,,,,,,,,12,31/03/2025,16/08/2025,FALSE,acb403,31/12/2026,338,jkl362,31/12/2027,4662,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilcisteina 600 mg ACC SANDOZ C/20 Tabs,7.50222E+12,PZA,324,273,FALSE,20,5000,,VI,FALSE,,,,,,,,17,26/06/2025,26/10/2025,FALSE,acb404,31/12/2026,225,jkl363,31/12/2027,4775,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilcisteina 2% LYSOMUCIL Solucion C/120 mL,7.50221E+12,PZA,245,203,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,5,02/04/2025,13/09/2025,FALSE,acb405,31/12/2026,1532,jkl364,31/12/2027,3468,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilcisteina 200 mg LYSOMUCIL granulado C/30 Sobres,7.50221E+12,PZA,262,206.62,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,15,20/10/2025,14/11/2025,FALSE,acb406,31/12/2026,1081,jkl365,31/12/2027,3919,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilcisteina 600 mg LYSOMUCIL C/20 Tabs,7.50221E+12,PZA,286,176.8,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,14,13/03/2025,15/03/2025,FALSE,acb407,31/12/2026,1745,jkl366,31/12/2027,3255,67ca29917616105911bf9568,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 100 mg ASPIRINA PROTEC C/28 Tabs,7.50132E+12,PZA,132,94,FALSE,20,5000,,IV,FALSE,,,,,,,,7,10/06/2025,19/10/2025,FALSE,acb408,31/12/2026,116,jkl367,31/12/2027,4884,67ca29917616105911bf955e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 100 mg ASPIRINA PROTEC C/84 Tabs,7.50132E+12,PZA,318,252.3,FALSE,20,5000,,IV,FALSE,,,,,,,,8,08/06/2025,29/11/2025,FALSE,acb409,31/12/2026,728,jkl368,31/12/2027,4272,67ca29917616105911bf9564,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 300 mg PSICOFARMA C/20 Tabs,7.50138E+12,PZA,21,18.83,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,5,10/03/2025,24/10/2025,FALSE,acb410,31/12/2026,1332,jkl369,31/12/2027,3668,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg ALPHARMA C/20 Tabs ,7.503E+12,PZA,16,8.64,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,13,11/12/2025,25/12/2025,FALSE,acb411,31/12/2026,508,jkl370,31/12/2027,4492,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg ASPIRINA EFERVESCENTE C/12 Tabs,7.50101E+12,PZA,44,32.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,13,22/08/2025,19/09/2025,FALSE,acb412,31/12/2026,1056,jkl371,31/12/2027,3944,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Pza de Aspirna Efervescente,7.50101E+13,PZA,5,2.64,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,19,01/10/2025,13/10/2025,FALSE,acb413,31/12/2026,1982,jkl372,31/12/2027,3018,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg ASPIRINA C/10 Tabs,75031381,PZA,21,16,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,15,23/10/2025,23/11/2025,FALSE,acb414,31/12/2026,481,jkl373,31/12/2027,4519,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg ASPIRINA C/20 Tabs,7.50101E+12,PZA,38,26.6,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,10,29/01/2025,08/03/2025,FALSE,acb415,31/12/2026,1102,jkl374,31/12/2027,3898,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg ASPIRINA C/40 Tabs,7.50101E+12,PZA,56,37.58,FALSE,20,5000,,VI,FALSE,,,,,,,,11,19/04/2025,13/05/2025,FALSE,acb416,31/12/2026,1545,jkl375,31/12/2027,3455,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Pza de Aspirina,7.50101E+13,PZA,1.5,0.94,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,19,27/03/2025,13/04/2025,FALSE,acb417,31/12/2026,1082,jkl376,31/12/2027,3918,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg / Cafeina 30 mg CAFIASPIRINA C/40 Tabs,7.50101E+12,PZA,68,51.25,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,12,15/02/2025,05/07/2025,FALSE,acb418,31/12/2026,1326,jkl377,31/12/2027,3674,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg / Cafeina 30 mg CAFIASPIRINA C/100 Tabs,7.50101E+12,PZA,136,115,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,14,04/07/2025,10/12/2025,FALSE,acb419,31/12/2026,1989,jkl378,31/12/2027,3011,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Pza de Cafiaspirina,7.50101E+13,PZA,1.5,1.03,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,13,28/06/2025,19/07/2025,FALSE,acb420,31/12/2026,683,jkl379,31/12/2027,4317,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 650 mg / Cafeina 65 mg CAFIASPIRINA FORTE C/24 Tabs,7.50101E+12,PZA,76,64.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,13,26/03/2025,07/08/2025,FALSE,acb421,31/12/2026,1800,jkl380,31/12/2027,3200,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Pza de Cafiaspirina Forte,7.50101E+13,PZA,5,2.63,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,15,24/09/2025,26/10/2025,FALSE,def1,31/12/2026,1249,jkl381,31/12/2027,3751,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido 500 mg / Cafeina 65 mg ALKA-SELTZER BOOST C/10 Tabs,7.50101E+12,PZA,52,42.5,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,12,03/08/2025,13/09/2025,FALSE,def2,31/12/2026,269,jkl382,31/12/2027,4731,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Pza de Alka-Seltzer Boost,7.50101E+13,PZA,8,4.25,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,6,26/09/2025,18/11/2025,FALSE,def3,31/12/2026,1901,jkl383,31/12/2027,3099,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Acetilsalicilico Acido /Ascorbico / Sulfadiazina AGIN C/20 Tabs,7.5014E+12,PZA,162,121.33,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,14,29/01/2025,09/05/2025,FALSE,def4,31/12/2026,503,jkl384,31/12/2027,4497,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Pza de Agin,7.5014E+13,PZA,12,6.7,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,7,04/10/2025,08/10/2025,FALSE,def5,31/12/2026,686,jkl385,31/12/2027,4314,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Acetilsalicilico 250 mg / Paracetamol 250 mg / Cafeina 65 mg BIOELECTRO C/24 Tabs,6.5024E+11,PZA,118,80,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,5,21/05/2025,28/05/2025,FALSE,def6,31/12/2026,219,jkl386,31/12/2027,4781,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Pza de BIOELECTRO,6.5024E+12,PZA,7,3.24,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,11,23/02/2025,10/08/2025,FALSE,def7,31/12/2026,353,jkl387,31/12/2027,4647,67ca29917616105911bf9565,67d73b3a6348d5c1f9b74313,
Acetilsalicilico 250 mg / Paracetamol 250 mg / Cafeina 65 mg MIGRAÑA C/24 Tabs,7.50111E+12,PZA,53,31.02,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,5,19/10/2025,25/12/2025,FALSE,def8,31/12/2026,1988,jkl388,31/12/2027,3012,67ca29917616105911bf9573,67d73b3a6348d5c1f9b74313,
Albendazol 200 mg / Quinfamida 100 mg / 10 mL LOXCELL Pediatrico C/1 Frasco,7.50222E+12,PZA,85,81.8,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,8,16/05/2025,19/11/2025,FALSE,def9,31/12/2026,1535,jkl389,31/12/2027,3465,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Albendazol 200 mg / Quinfamida 200 mg / 10 mL LOXCELL Junior C/1 Frasco,7.50222E+12,PZA,85,81.8,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,12,17/11/2025,25/11/2025,FALSE,def10,31/12/2026,269,jkl390,31/12/2027,4731,67ca29917616105911bf956d,67d73b3a6348d5c1f9b74313,
Albendazol 200 mg / Quinfamida 300 mg LOXCELL Adulto C/1 Tab,7.50222E+12,PZA,85,52.86,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,19,04/06/2025,12/09/2025,FALSE,def11,31/12/2026,1466,jkl391,31/12/2027,3534,67ca29917616105911bf9564,67d73b3a6348d5c1f9b74313,
Albendazol 200 mg / Quinfamida 100 mg / 10 mL FARMIVER Pediatrico C/1 Frasco,7.50201E+12,PZA,36,20.85,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,18,10/12/2025,13/12/2025,FALSE,def12,31/12/2026,509,jkl392,31/12/2027,4491,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Albendazol 400 mg / Quinfamida 100 mg / 10 mL FARMIVER Infantil C/1 Frasco,7.50201E+12,PZA,45,21.66,FALSE,20,5000,,VI,TRUE,,,,,,,,19,21/08/2025,17/12/2025,FALSE,def13,31/12/2026,927,jkl393,31/12/2027,4073,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Albendazol 400 mg / Quinfamida 200 mg / 20 mL FARMIVER Junior C/1 Frasco,7.50201E+12,PZA,45,22.35,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,12,21/12/2025,25/12/2025,FALSE,def14,31/12/2026,263,jkl394,31/12/2027,4737,67ca29917616105911bf957c,67d73b3a6348d5c1f9b74313,
Albendazol 400 mg / Quinfamida 300 mg FARMIVER C/2 Tabs,7.50201E+12,PZA,45,20.28,FALSE,20,5000,,VI,TRUE,,,,,,,,19,24/05/2025,30/07/2025,FALSE,def15,31/12/2026,1091,jkl395,31/12/2027,3909,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
Aluminio 3.7 g / Magnesio 4.0 / 100 mL ; ALUMAG C/240 mL,7.50108E+12,PZA,29,20.34,FALSE,20,5000,,PISO DE VENTA,FALSE,,,,,,,,18,10/06/2025,22/11/2025,FALSE,def16,31/12/2026,939,jkl396,31/12/2027,4061,67ca29917616105911bf956e,67d73b3a6348d5c1f9b74313,
Aluminio 3.7 g / Magnesio 4.0 / Simeticona 0.5 / 100 mL ;  EXHANTIL MENTA LIMON C/320 mL,7.502E+12,PZA,54,27.05,FALSE,20,5000,,PISO DE VENTA,TRUE,,,,,,,,5,14/02/2025,24/12/2025,FALSE,def17,31/12/2026,585,jkl397,31/12/2027,4415,67ca29917616105911bf956c,67d73b3a6348d5c1f9b74313,
